id_equipo,nombre_equipo,nombre_liga,nivel_liga,nombre_nacionalidad,valoracion_general,ataque,mediocampo,defensa,estadio_local,prestigio_internacional,prestigio_domestico,presupuesto_fichajes_eur,valor_club_eur,edad_promedio_titulares,edad_promedio_equipo,capitan,tiro_libre_corto,tiro_libre_largo,tiro_libre_corto_izquierda,tiro_libre_corto_derecha,penales,corner_izquierdo,corner_derecho,estilo_defensivo,ancho_equipo_defensivo,profundidad_equipo_defensivo,presion_defensiva,agresividad_defensiva,ancho_defensivo,linea_defensiva,estilo_ofensivo,construccion_juego,creacion_oportunidades,ancho_equipo_ofensivo,jugadores_en_el_area,tactica_corners,tactica_tiros_libres,velocidad_construccion,regate_construccion,pase_construccion,posicionamiento_construccion,pase_creacion_oportunidades,centros_creacion_oportunidades,remates_creacion_oportunidades,posicionamiento_creacion_oportunidades
110832,Granada,La Liga 2,2.0,Spain,72,75,73,71,Estadio Nuevo Los Cármenes,1,9.0,,55000000.0,27.73,26.37,183353.0,213577.0,213577.0,213577.0,213577.0,261204.0,185020.0,185020.0,Balanced,41.0,51.0,,,,,,Fast Build Up,Forward Runs,71.0,3.0,3.0,3.0,,,,,,,,
111059,Ceará,Serie A,1.0,Brazil,72,71,72,72,O Dromo,2,2.0,,6300000.0,29.64,27.6,230502.0,230515.0,230502.0,230515.0,230515.0,230465.0,230252.0,230252.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,71.0,3.0,3.0,3.0,,,,,,,,
111434,Cremonese,Serie A,1.0,Italy,72,73,72,71,Stadio Classico,1,1.0,,38000000.0,25.45,24.94,205363.0,258714.0,258714.0,258714.0,258714.0,222262.0,258714.0,258714.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,51.0,6.0,3.0,3.0,,,,,,,,
112119,Atlético GO,Serie A,1.0,Brazil,72,71,71,73,Arena d'Oro,2,2.0,,3800000.0,27.09,26.4,236072.0,230237.0,230488.0,230237.0,230237.0,230298.0,236073.0,230237.0,Balanced,41.0,41.0,,,,,,Fast Build Up,Forward Runs,71.0,3.0,3.0,3.0,,,,,,,,
12,Middlesbrough,Championship,2.0,England,71,70,69,72,Riverside Stadium,1,7.0,,67000000.0,25.45,24.47,183422.0,183422.0,183422.0,243608.0,183422.0,213418.0,183422.0,243608.0,Balanced,61.0,41.0,,,,,,Balanced,Balanced,71.0,5.0,3.0,3.0,,,,,,,,
57,Auxerre,Ligue 1,1.0,France,71,72,70,71,Forest Park Stadium (Square Ground),1,1.0,,35000000.0,28.0,25.73,209698.0,198348.0,198348.0,198348.0,216463.0,204077.0,198348.0,198348.0,Balanced,41.0,61.0,,,,,,Balanced,Balanced,61.0,4.0,3.0,3.0,,,,,,,,
109,West Bromwich Albion,Championship,2.0,England,71,72,72,71,The Hawthorns,1,7.0,,137000000.0,26.73,25.6,235405.0,211506.0,211506.0,211506.0,211506.0,225668.0,223877.0,211506.0,Press After Possession Loss,51.0,71.0,,,,,,Slow Build Up,Possession,61.0,4.0,3.0,3.0,,,,,,,,
205,Venezia,Serie B,2.0,Italy,71,73,71,68,Town Park,1,7.0,,44000000.0,25.64,25.61,219956.0,242332.0,242332.0,242332.0,242332.0,220165.0,210384.0,242332.0,Press After Possession Loss,61.0,51.0,,,,,,Slow Build Up,Possession,61.0,5.0,3.0,3.0,,,,,,,,
217,Lorient,Ligue 1,1.0,France,71,73,70,71,Molton Road (Sheldon Stadium),1,2.0,,45000000.0,24.91,23.69,213367.0,246350.0,246350.0,246350.0,246350.0,255000.0,213367.0,246350.0,Balanced,61.0,51.0,,,,,,Balanced,Balanced,61.0,5.0,3.0,3.0,,,,,,,,
463,Deportivo Alavés,La Liga 2,2.0,Spain,71,70,71,72,Estadio de Mendizorroza,1,9.0,,13000000.0,26.36,24.21,226637.0,158144.0,158144.0,158144.0,158144.0,158144.0,158144.0,158144.0,Balanced,51.0,41.0,,,,,,Long Ball,Direct Passing,61.0,3.0,3.0,3.0,,,,,,,,
467,SD Eibar,La Liga 2,2.0,Spain,71,72,71,71,Municipal de Ipurua,1,8.0,,29000000.0,27.82,26.57,199986.0,213937.0,213937.0,213937.0,213937.0,245157.0,244197.0,244197.0,Press After Possession Loss,51.0,71.0,,,,,,Slow Build Up,Possession,61.0,7.0,3.0,3.0,,,,,,,,
607,Al Ittihad,Pro League,1.0,Saudi Arabia,71,76,73,67,King Abdullah Sports City,5,8.0,,85500000.0,28.82,26.07,210648.0,202599.0,202599.0,202599.0,202599.0,209440.0,202599.0,202599.0,Pressure On Heavy Touch,51.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
741,Antalyaspor,Super Lig,1.0,Turkey,71,73,72,71,Stadion Olympik,3,5.0,,10600000.0,28.36,27.78,186651.0,202642.0,202642.0,202642.0,186651.0,238743.0,202642.0,202642.0,Press After Possession Loss,61.0,51.0,,,,,,Long Ball,Direct Passing,61.0,4.0,3.0,3.0,,,,,,,,
900,Young Boys,Super League,1.0,Switzerland,71,72,71,70,Waldstadion (Fussballstadion),5,10.0,,75800000.0,25.45,24.0,177019.0,234913.0,234913.0,234913.0,234913.0,,234913.0,234913.0,Press After Possession Loss,51.0,61.0,,,,,,Fast Build Up,Forward Runs,71.0,4.0,3.0,3.0,,,,,,,,
1516,Midtjylland,Superliga,1.0,Denmark,71,71,68,71,Stadion Neder,3,10.0,,31500000.0,25.73,23.5,199745.0,236918.0,236918.0,236918.0,236918.0,236918.0,206114.0,236918.0,Pressure On Heavy Touch,71.0,51.0,,,,,,Slow Build Up,Possession,61.0,7.0,3.0,3.0,,,,,,,,
1874,Ferencváros,NB I.,1.0,Hungary,71,71,72,69,Stadion Neder,4,10.0,,43000000.0,27.36,27.31,221610.0,204850.0,237566.0,204850.0,204850.0,204850.0,240031.0,240031.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,51.0,5.0,3.0,3.0,,,,,,,,
1888,Gil Vicente,Liga Portugal,1.0,Portugal,71,71,70,70,Court Lane,1,4.0,,7000000.0,26.91,24.72,18115.0,257899.0,257899.0,257899.0,257899.0,247138.0,257899.0,257899.0,Balanced,41.0,51.0,,,,,,Fast Build Up,Forward Runs,71.0,4.0,3.0,3.0,,,,,,,,
1903,FC Utrecht,Eredivisie,1.0,Netherlands,71,70,71,71,Ivy Lane,2,7.0,,62100000.0,27.27,24.87,198147.0,198006.0,198006.0,198006.0,198006.0,189068.0,198006.0,198006.0,Balanced,41.0,41.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
1908,FC Twente,Eredivisie,1.0,Netherlands,71,71,72,70,Waldstadion (Fussballstadion),2,7.0,,55600000.0,26.27,24.07,208462.0,257502.0,245209.0,229435.0,257502.0,184457.0,245209.0,245209.0,Press After Possession Loss,51.0,61.0,,,,,,Long Ball,Direct Passing,61.0,4.0,3.0,3.0,,,,,,,,
2014,Union Saint-Gilloise,Jupiler Pro League,1.0,Belgium,71,71,71,71,Town Park,1,6.0,,18000000.0,25.64,24.15,244309.0,244309.0,244309.0,244309.0,244309.0,234905.0,244309.0,244309.0,Press After Possession Loss,51.0,51.0,,,,,,Long Ball,Direct Passing,61.0,4.0,3.0,3.0,,,,,,,,
101007,Ankaragücü,Super Lig,1.0,Turkey,71,70,71,70,Molton Road (Sheldon Stadium),2,4.0,,4000000.0,27.18,26.56,200754.0,235210.0,235210.0,235210.0,235210.0,235210.0,235210.0,235210.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
101016,Adana Demirspor,Super Lig,1.0,Turkey,71,72,71,71,Stadion Europa (Generic Europe 2),1,2.0,,14600000.0,28.27,26.57,198200.0,209289.0,209289.0,209289.0,209289.0,193738.0,193738.0,193738.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,51.0,5.0,3.0,3.0,,,,,,,,
101059,Shakhtar Donetsk,Premier League,1.0,Ukraine,71,69,72,71,Donbass Arena,7,10.0,,160000000.0,23.73,24.12,206413.0,246340.0,206413.0,246340.0,246340.0,246340.0,246340.0,246340.0,Pressure On Heavy Touch,41.0,61.0,,,,,,Slow Build Up,Possession,51.0,7.0,3.0,3.0,,,,,,,,
101083,Estudiantes,Liga Profesional,1.0,Argentina,71,71,71,70,Stadio Classico,6,7.0,,90500000.0,29.0,26.26,173857.0,215155.0,215155.0,215155.0,215155.0,161938.0,215155.0,215155.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,71.0,4.0,3.0,3.0,,,,,,,,
110395,Lanús,Liga Profesional,1.0,Argentina,71,73,71,70,Estadio Presidente G.Lopes,5,8.0,,54700000.0,27.36,25.11,152912.0,233057.0,188268.0,265766.0,233057.0,152912.0,188268.0,233057.0,Balanced,61.0,61.0,,,,,,Balanced,Balanced,61.0,6.0,3.0,3.0,,,,,,,,
110406,Colón,Liga Profesional,1.0,Argentina,71,73,71,71,Stadio Classico,3,5.0,,23500000.0,27.82,25.64,192906.0,192906.0,192906.0,192906.0,192906.0,192906.0,192906.0,192906.0,Balanced,41.0,41.0,,,,,,Fast Build Up,Forward Runs,51.0,4.0,3.0,3.0,,,,,,,,
111052,Fortaleza,Serie A,1.0,Brazil,71,71,71,71,O Dromo,1,2.0,,4400000.0,26.0,26.0,230227.0,230227.0,230292.0,230227.0,230227.0,230443.0,230292.0,230292.0,Pressure On Heavy Touch,51.0,61.0,,,,,,Fast Build Up,Forward Runs,61.0,3.0,3.0,3.0,,,,,,,,
111674,Al Shabab,Pro League,1.0,Saudi Arabia,71,76,72,68,Stade Kokoto (Generic Africa 2),4,7.0,,45500000.0,28.09,26.2,178562.0,178562.0,178562.0,178562.0,178562.0,227785.0,178562.0,227785.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
112670,Talleres Córdoba,Liga Profesional,1.0,Argentina,71,71,69,72,O Dromo,2,6.0,,20000000.0,26.73,25.2,215251.0,267629.0,267629.0,267629.0,267629.0,267629.0,214971.0,267629.0,Balanced,71.0,51.0,,,,,,Balanced,Balanced,71.0,3.0,3.0,3.0,,,,,,,,
113142,Alanyaspor,Super Lig,1.0,Turkey,71,71,69,68,Stadion Neder,1,2.0,,10100000.0,25.82,24.85,234870.0,234870.0,234870.0,243914.0,234870.0,234870.0,234870.0,234870.0,Balanced,51.0,51.0,,,,,,Slow Build Up,Possession,61.0,6.0,3.0,3.0,,,,,,,,
3,Blackburn Rovers,Championship,2.0,England,70,71,69,70,Ivy Lane,1,7.0,,36000000.0,25.0,22.63,234319.0,233795.0,233795.0,233795.0,233795.0,233795.0,265459.0,265459.0,Balanced,51.0,61.0,,,,,,Fast Build Up,Forward Runs,61.0,3.0,3.0,3.0,,,,,,,,
15,Queens Park Rangers,Championship,2.0,England,70,71,68,71,Kiyan Prince Foundation,1,6.0,,28000000.0,24.73,24.37,187043.0,238490.0,187043.0,238490.0,238490.0,247279.0,238490.0,238490.0,Balanced,61.0,61.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
28,Hamburger SV,2. Bundesliga,2.0,Germany,70,70,71,69,Volksparkstadion,2,10.0,,126400000.0,25.45,23.04,214948.0,234728.0,234728.0,234728.0,234728.0,236533.0,234728.0,234728.0,Pressure On Heavy Touch,61.0,71.0,,,,,,Slow Build Up,Possession,71.0,6.0,3.0,3.0,,,,,,,,
50,Parma,Serie B,2.0,Italy,70,67,70,69,Arena d'Oro,3,10.0,,76000000.0,26.82,24.71,1179.0,207471.0,252794.0,207471.0,207471.0,207471.0,207471.0,207471.0,Balanced,41.0,41.0,,,,,,Long Ball,Direct Passing,61.0,5.0,3.0,3.0,,,,,,,,
80,Hearts,Premiership,1.0,Scotland,70,69,71,68,Ivy Lane,3,8.0,,7700000.0,27.09,25.5,204445.0,155946.0,155946.0,155946.0,155946.0,216218.0,155946.0,155946.0,Pressure On Heavy Touch,41.0,51.0,,,,,,Slow Build Up,Possession,81.0,5.0,3.0,3.0,,,,,,,,
97,Millwall,Championship,2.0,England,70,69,69,70,Ivy Lane,1,4.0,,22000000.0,25.36,25.19,216481.0,239373.0,239373.0,239373.0,239373.0,198437.0,239373.0,239373.0,Balanced,51.0,41.0,,,,,,Long Ball,Direct Passing,51.0,4.0,3.0,3.0,,,,,,,,
159,DSC Arminia Bielefeld,2. Bundesliga,2.0,Germany,70,69,69,70,SchücoArena,1,8.0,,46000000.0,25.64,24.54,189390.0,239712.0,239712.0,239712.0,239712.0,232225.0,239712.0,239712.0,Balanced,61.0,51.0,,,,,,Long Ball,Direct Passing,61.0,5.0,3.0,3.0,,,,,,,,
232,Standard Liège,Jupiler Pro League,1.0,Belgium,70,70,70,70,Waldstadion (Fussballstadion),5,8.0,,85000000.0,25.09,23.75,201841.0,215443.0,239810.0,215443.0,215443.0,215443.0,239810.0,237936.0,Pressure On Heavy Touch,61.0,51.0,,,,,,Fast Build Up,Forward Runs,41.0,5.0,3.0,3.0,,,,,,,,
244,Real Zaragoza,La Liga 2,2.0,Spain,70,69,69,71,El Libertador (La Bombastico),2,7.0,,7000000.0,25.55,25.2,188938.0,252864.0,235824.0,220609.0,252864.0,220609.0,220609.0,252864.0,Pressure On Heavy Touch,61.0,51.0,,,,,,Slow Build Up,Possession,61.0,6.0,3.0,3.0,,,,,,,,
263,Hajduk Split,1. HNL,1.0,Croatia,70,72,69,70,Stadion Hanguk,3,9.0,,45000000.0,27.27,26.29,220932.0,205855.0,205855.0,205855.0,205855.0,205855.0,263056.0,263056.0,Balanced,51.0,61.0,,,,,,Fast Build Up,Forward Runs,51.0,3.0,3.0,3.0,,,,,,,,
485,Hannover 96,2. Bundesliga,2.0,Germany,70,69,69,70,HDI-Arena,1,7.0,,99300000.0,25.73,23.97,186148.0,250941.0,250941.0,254117.0,250941.0,190738.0,250941.0,250941.0,Balanced,41.0,51.0,,,,,,Fast Build Up,Forward Runs,81.0,6.0,3.0,3.0,,,,,,,,
614,Ajaccio,Ligue 1,1.0,France,70,70,71,69,Crown Lane,1,1.0,,25000000.0,30.55,28.29,177482.0,241167.0,241167.0,241167.0,241167.0,241167.0,241167.0,192722.0,Balanced,61.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
691,New England,Major League Soccer,1.0,United States,70,71,69,70,Stadion Hanguk,3,5.0,,220500000.0,26.73,25.5,210930.0,210930.0,210930.0,210930.0,210930.0,210930.0,210930.0,210930.0,Press After Possession Loss,41.0,61.0,,,,,,Slow Build Up,Possession,61.0,5.0,3.0,3.0,,,,,,,,
744,Rio Ave,Liga Portugal,1.0,Portugal,70,71,69,70,Stadion 23. Maj,2,3.0,,16500000.0,26.64,26.23,213374.0,213374.0,213374.0,213374.0,213374.0,213374.0,213374.0,213374.0,Pressure On Heavy Touch,51.0,61.0,,,,,,Slow Build Up,Possession,51.0,5.0,3.0,3.0,,,,,,,,
1473,Ulsan,K League 1,1.0,Korea Republic,70,72,70,70,Waldstadion (Fussballstadion),7,10.0,,21200000.0,28.55,29.29,155355.0,155355.0,254814.0,155355.0,155355.0,213189.0,205401.0,205401.0,Balanced,51.0,51.0,,,,,,Slow Build Up,Possession,61.0,6.0,3.0,3.0,,,,,,,,
1800,Coventry City,Championship,2.0,England,70,71,71,69,Molton Road (Sheldon Stadium),1,4.0,,14000000.0,26.0,24.63,173671.0,234741.0,234741.0,234741.0,234741.0,241651.0,234741.0,234741.0,Pressure On Heavy Touch,51.0,61.0,,,,,,Fast Build Up,Forward Runs,71.0,4.0,3.0,3.0,,,,,,,,
1801,Preston North End,Championship,2.0,England,70,68,71,68,Molton Road (Sheldon Stadium),1,5.0,,20000000.0,25.36,23.87,216464.0,225071.0,225071.0,225071.0,225071.0,225071.0,225071.0,225071.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
1815,Clermont,Ligue 1,1.0,France,70,69,72,69,Euro Park,1,2.0,,35000000.0,26.73,25.52,208861.0,220029.0,220029.0,220029.0,220029.0,234834.0,220029.0,220029.0,Pressure On Heavy Touch,61.0,61.0,,,,,,Slow Build Up,Possession,61.0,4.0,3.0,3.0,,,,,,,,
1819,Saint-Étienne,Ligue 2,2.0,France,70,70,69,70,Ivy Lane,1,10.0,,45000000.0,27.0,23.9,223138.0,203128.0,203128.0,203128.0,245855.0,192647.0,245855.0,245855.0,Balanced,41.0,41.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
1842,Cagliari,Serie B,2.0,Italy,70,72,71,69,Estadio Presidente G.Lopes,1,9.0,,85000000.0,26.45,25.19,229743.0,172786.0,172786.0,172786.0,172786.0,211302.0,172786.0,172786.0,Balanced,61.0,51.0,,,,,,Slow Build Up,Possession,61.0,5.0,3.0,3.0,,,,,,,,
1887,Vitória SC,Liga Portugal,1.0,Portugal,70,70,73,68,Stade Municipal,2,7.0,,40500000.0,24.55,23.27,219754.0,225363.0,212474.0,212474.0,225363.0,212474.0,212474.0,212474.0,Balanced,51.0,61.0,,,,,,Balanced,Balanced,71.0,3.0,3.0,3.0,,,,,,,,
1893,Marítimo,Liga Portugal,1.0,Portugal,70,69,68,70,Stadion Neder,1,5.0,,14500000.0,26.18,25.03,217235.0,237670.0,217235.0,237670.0,237670.0,259615.0,237670.0,237670.0,Balanced,71.0,41.0,,,,,,Long Ball,Direct Passing,51.0,3.0,3.0,3.0,,,,,,,,
1898,Boavista,Liga Portugal,1.0,Portugal,70,69,71,70,Stade Municipal,1,5.0,,9500000.0,26.73,24.52,178571.0,248811.0,248811.0,248811.0,248811.0,248811.0,237000.0,248811.0,Pressure On Heavy Touch,41.0,51.0,,,,,,Long Ball,Direct Passing,51.0,3.0,3.0,3.0,,,,,,,,
1952,Hull City,Championship,2.0,England,70,71,71,69,MKM Stadium,1,3.0,,12000000.0,25.64,23.8,248602.0,216451.0,216451.0,216451.0,216451.0,223154.0,216451.0,216451.0,Balanced,41.0,51.0,,,,,,Slow Build Up,Possession,61.0,4.0,3.0,3.0,,,,,,,,
101099,América de Cali,Liga BetPlay,1.0,Colombia,70,70,70,70,O Dromo,5,7.0,,28500000.0,32.91,33.11,159942.0,159985.0,159985.0,159985.0,159985.0,159995.0,159985.0,159985.0,Balanced,51.0,61.0,,,,,,Fast Build Up,Forward Runs,51.0,4.0,3.0,3.0,,,,,,,,
101100,Atlético Nacional,Liga BetPlay,1.0,Colombia,70,71,71,69,El Libertador (La Bombastico),7,10.0,,46500000.0,28.82,24.29,214615.0,196143.0,196143.0,196143.0,196143.0,214615.0,196143.0,196143.0,Press After Possession Loss,41.0,51.0,,,,,,Slow Build Up,Possession,71.0,6.0,3.0,3.0,,,,,,,,
110093,Independiente,Liga Profesional,1.0,Argentina,70,69,71,70,Estadio Libertadores de América,7,9.0,,182300000.0,27.45,23.71,215057.0,208504.0,215057.0,208504.0,208504.0,215292.0,208504.0,208504.0,Balanced,51.0,41.0,,,,,,Long Ball,Direct Passing,71.0,4.0,3.0,3.0,,,,,,,,
110396,Newell's Old Boys,Liga Profesional,1.0,Argentina,70,74,68,70,Estadio Nacional (El Medio),4,7.0,,24000000.0,24.91,24.5,245810.0,241568.0,241568.0,241568.0,241568.0,240963.0,241568.0,241568.0,Pressure On Heavy Touch,51.0,61.0,,,,,,Balanced,Balanced,61.0,6.0,3.0,3.0,,,,,,,,
110502,Darmstadt 98,2. Bundesliga,2.0,Germany,70,71,69,72,Forest Park Stadium (Square Ground),1,6.0,,20000000.0,26.73,24.59,208470.0,199413.0,199413.0,199413.0,199413.0,233216.0,208470.0,199413.0,Pressure On Heavy Touch,51.0,61.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
110636,Fortuna Düsseldorf,2. Bundesliga,2.0,Germany,70,71,71,71,Düsseldorf-Arena,1,7.0,,54300000.0,25.82,24.27,199779.0,202088.0,248149.0,202088.0,248149.0,221168.0,252903.0,202088.0,Balanced,41.0,37.0,,,,,,Fast Build Up,Forward Runs,51.0,3.0,3.0,3.0,,,,,,,,
110935,Mamelodi Sundowns,Premier League,1.0,South Africa,70,66,70,69,Estadio de las Artes (Generic Stadium NG),5,10.0,,20300000.0,26.45,27.79,253451.0,242936.0,242936.0,242936.0,242936.0,242936.0,242424.0,230031.0,Pressure On Heavy Touch,61.0,61.0,,,,,,Fast Build Up,Forward Runs,51.0,4.0,3.0,3.0,,,,,,,,
110986,LDU Quito,Liga Pro,1.0,Ecuador,70,71,70,68,Estadio de las Artes (Generic Stadium NG),6,9.0,,32000000.0,30.45,30.11,159990.0,159990.0,159990.0,159990.0,159990.0,159990.0,159990.0,159990.0,Pressure On Heavy Touch,51.0,71.0,,,,,,Balanced,Balanced,61.0,5.0,3.0,3.0,,,,,,,,
111008,Libertad,Primera División,1.0,Paraguay,70,71,68,72,Arena del Centenario (Estadio del Pueblo),5,9.0,,52600000.0,28.36,28.91,229749.0,204699.0,204699.0,204699.0,204699.0,25798.0,253239.0,253239.0,Balanced,51.0,37.0,,,,,,Slow Build Up,Possession,61.0,6.0,3.0,3.0,,,,,,,,
111019,Argentinos Juniors,Liga Profesional,1.0,Argentina,70,68,70,73,Arena del Centenario (Estadio del Pueblo),5,6.0,,16500000.0,26.73,24.79,176920.0,242250.0,241931.0,242250.0,242250.0,176920.0,224317.0,214937.0,Balanced,41.0,51.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
111140,Portland Timbers,Major League Soccer,1.0,United States,70,70,71,69,Providence Park,3,7.0,,351000000.0,28.91,25.92,203067.0,220886.0,220886.0,190577.0,220886.0,247933.0,190577.0,247933.0,Pressure On Heavy Touch,51.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
111144,Seattle Sounders,Major League Soccer,1.0,United States,70,71,71,69,Lumen Field,4,8.0,,364500000.0,29.0,25.37,197225.0,197225.0,197225.0,197225.0,197225.0,197225.0,197225.0,197225.0,Balanced,41.0,51.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
111339,Kasımpaşa,Super Lig,1.0,Turkey,70,71,70,70,Stadio Classico,3,4.0,,10000000.0,28.73,27.64,226517.0,201878.0,226517.0,201878.0,226517.0,201878.0,226517.0,226517.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,61.0,4.0,3.0,3.0,,,,,,,,
111710,Defensa y Justicia,Liga Profesional,1.0,Argentina,70,71,69,70,Arena del Centenario (Estadio del Pueblo),5,6.0,,18100000.0,25.18,24.43,222511.0,224403.0,224403.0,224403.0,224403.0,225289.0,224403.0,224403.0,Press After Possession Loss,51.0,71.0,,,,,,Slow Build Up,Possession,61.0,8.0,3.0,3.0,,,,,,,,
111715,Tigre,Liga Profesional,1.0,Argentina,70,72,70,69,Crown Lane,3,4.0,,8000000.0,27.45,25.83,193535.0,228179.0,228179.0,228179.0,228179.0,241850.0,245461.0,228179.0,Balanced,41.0,51.0,,,,,,Fast Build Up,Forward Runs,51.0,4.0,3.0,3.0,,,,,,,,
112001,América Mineiro,Serie A,1.0,Brazil,70,69,69,71,Estadio Nacional (El Medio),2,2.0,,3300000.0,29.64,29.8,230208.0,236071.0,236071.0,236071.0,230484.0,230484.0,236071.0,236071.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,51.0,3.0,3.0,3.0,,,,,,,,
112026,Benevento,Serie B,2.0,Italy,70,70,67,69,Estadio Presidente G.Lopes,1,8.0,,32000000.0,28.45,26.25,216072.0,189485.0,188541.0,189485.0,188541.0,213993.0,210833.0,188541.0,Balanced,41.0,51.0,,,,,,Slow Build Up,Possession,61.0,4.0,3.0,3.0,,,,,,,,
112134,Philadelphia Union,Major League Soccer,1.0,United States,70,72,70,69,Forest Park Stadium (Square Ground),2,6.0,,216000000.0,26.27,23.46,191173.0,191173.0,191173.0,191173.0,191173.0,191173.0,191173.0,239704.0,Press After Possession Loss,41.0,51.0,,,,,,Slow Build Up,Possession,41.0,3.0,3.0,3.0,,,,,,,,
112809,Famalicão,Liga Portugal,1.0,Portugal,70,69,70,69,Aloha Park (Generic Oceania 2),1,4.0,,15000000.0,23.45,23.78,226877.0,226877.0,226877.0,226877.0,226877.0,226877.0,226877.0,226877.0,Pressure On Heavy Touch,51.0,51.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
112885,Atlanta United,Major League Soccer,1.0,United States,70,71,72,67,Mercedes-Benz Stadium,5,8.0,,450000000.0,25.27,24.74,207877.0,235467.0,235467.0,235467.0,235467.0,245371.0,235467.0,235467.0,Pressure On Heavy Touch,51.0,61.0,,,,,,Fast Build Up,Forward Runs,61.0,7.0,3.0,3.0,,,,,,,,
114510,Casa Pia,Liga Portugal,1.0,Portugal,70,71,70,70,Euro Arena,1,1.0,,5500000.0,28.18,26.59,185200.0,232985.0,232985.0,200984.0,232985.0,200984.0,231392.0,232985.0,Balanced,51.0,51.0,,,,,,Long Ball,Direct Passing,51.0,3.0,3.0,3.0,,,,,,,,
115530,Cuiabá,Serie A,1.0,Brazil,70,69,70,71,Stadion Europa (Generic Europe 2),1,1.0,,4800000.0,27.45,27.0,230411.0,230411.0,230411.0,230411.0,230411.0,230445.0,230369.0,230369.0,Balanced,41.0,41.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
59,Bordeaux,Ligue 2,2.0,France,69,69,69,70,Waldstadion (Fussballstadion),1,7.0,,35000000.0,23.55,21.69,260158.0,256843.0,256843.0,256843.0,256843.0,235161.0,256843.0,256843.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,51.0,4.0,3.0,3.0,,,,,,,,
68,Metz,Ligue 2,2.0,France,69,73,68,69,Forest Park Stadium (Square Ground),1,9.0,,35000000.0,25.0,23.54,229236.0,229236.0,229236.0,239025.0,229236.0,254551.0,229236.0,229236.0,Balanced,51.0,61.0,,,,,,Fast Build Up,Forward Runs,51.0,5.0,3.0,3.0,,,,,,,,
88,Birmingham City,Championship,2.0,England,69,69,70,68,Ivy Lane,1,5.0,,22000000.0,26.91,24.87,183125.0,226677.0,226677.0,226677.0,226677.0,215374.0,226677.0,226677.0,Balanced,51.0,41.0,,,,,,Long Ball,Direct Passing,81.0,4.0,3.0,3.0,,,,,,,,
165,SpVgg Greuther Fürth,2. Bundesliga,2.0,Germany,69,67,69,69,Court Lane,1,6.0,,28600000.0,24.73,23.13,209504.0,209504.0,259569.0,209504.0,209504.0,209504.0,259569.0,242850.0,Balanced,61.0,61.0,,,,,,Slow Build Up,Possession,51.0,6.0,3.0,3.0,,,,,,,,
171,Nürnberg,2. Bundesliga,2.0,Germany,69,68,68,70,Max-Morlock-Stadion,1,8.0,,56400000.0,25.36,24.33,200607.0,202087.0,202087.0,202087.0,202087.0,202087.0,202087.0,202087.0,Balanced,51.0,41.0,,,,,,Balanced,Balanced,41.0,3.0,3.0,3.0,,,,,,,,
203,Reggina,Serie B,2.0,Italy,69,69,68,68,Stadio Classico,1,3.0,,15000000.0,27.55,26.96,160766.0,160766.0,270926.0,160766.0,160766.0,160766.0,216799.0,270926.0,Balanced,61.0,41.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
209,Sturm Graz,Bundesliga,1.0,Austria,69,68,70,70,Stadion Neder,4,7.0,,19000000.0,23.82,23.43,190589.0,259101.0,259101.0,259101.0,259101.0,270017.0,270017.0,259101.0,Press After Possession Loss,71.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,3.0,3.0,3.0,,,,,,,,
